time,posix_timestamp,taurus.alpha.energy
2021-05-27T14:35:48.332201+00:00,1622126148.332201,217561.38299999997
2021-05-27T14:35:49.335754+00:00,1622126149.335754,217561.43800000002
2021-05-27T14:35:50.340846+00:00,1622126150.340846,217561.48799999998
2021-05-27T14:35:51.339920+00:00,1622126151.33992,217561.54
2021-05-27T14:35:52.349583+00:00,1622126152.349583,217561.596
2021-05-27T14:35:53.330437+00:00,1622126153.330437,217561.64199999996
2021-05-27T14:35:54.332112+00:00,1622126154.332112,217561.69299999997
2021-05-27T14:35:55.331061+00:00,1622126155.331061,217561.74799999996
2021-05-27T14:35:56.360243+00:00,1622126156.360243,217561.79799999995
2021-05-27T14:35:57.344509+00:00,1622126157.344509,217561.84999999998
2021-05-27T14:35:58.329470+00:00,1622126158.32947,217561.90400000004
2021-05-27T14:35:59.330053+00:00,1622126159.330053,217561.95000000004
2021-05-27T14:36:00.337611+00:00,1622126160.337611,217562.00300000003
2021-05-27T14:36:01.329415+00:00,1622126161.329415,217562.05400000003
2021-05-27T14:36:02.339876+00:00,1622126162.339876,217562.10600000003
2021-05-27T14:36:03.334691+00:00,1622126163.334691,217562.15800000002
2021-05-27T14:36:04.329692+00:00,1622126164.329692,217562.207
2021-05-27T14:36:05.332313+00:00,1622126165.332313,217562.259
2021-05-27T14:36:06.334636+00:00,1622126166.334636,217562.309
2021-05-27T14:36:07.337494+00:00,1622126167.337494,217562.36200000008
2021-05-27T14:36:08.330757+00:00,1622126168.330757,217562.41200000004
2021-05-27T14:36:09.338409+00:00,1622126169.338409,217562.464
2021-05-27T14:36:10.337627+00:00,1622126170.337627,217562.51499999998
2021-05-27T14:36:11.329999+00:00,1622126171.329999,217562.56500000003
2021-05-27T14:36:12.347634+00:00,1622126172.347634,217562.61500000002
2021-05-27T14:36:13.338004+00:00,1622126173.338004,217562.66700000002
2021-05-27T14:36:14.330733+00:00,1622126174.330733,217562.71799999996
2021-05-27T14:36:15.332089+00:00,1622126175.332089,217562.77
2021-05-27T14:36:16.329465+00:00,1622126176.329465,217562.82
2021-05-27T14:36:17.340335+00:00,1622126177.340335,217562.87000000002
2021-05-27T14:36:18.332449+00:00,1622126178.332449,217562.91999999998
2021-05-27T14:36:19.329927+00:00,1622126179.329927,217562.96999999997
2021-05-27T14:36:20.340346+00:00,1622126180.340346,217563.019
2021-05-27T14:36:21.329665+00:00,1622126181.329665,217563.06900000002
2021-05-27T14:36:22.345529+00:00,1622126182.345529,217563.12
2021-05-27T14:36:23.333141+00:00,1622126183.333141,217563.16999999998
2021-05-27T14:36:24.333114+00:00,1622126184.333114,217563.21999999997
2021-05-27T14:36:25.333237+00:00,1622126185.333237,217563.26899999997
2021-05-27T14:36:26.330150+00:00,1622126186.33015,217563.32
2021-05-27T14:36:27.339837+00:00,1622126187.339837,217563.37000000002
2021-05-27T14:36:28.339026+00:00,1622126188.339026,217563.41900000002
2021-05-27T14:36:29.337785+00:00,1622126189.337785,217563.47
2021-05-27T14:36:30.332599+00:00,1622126190.332599,217563.519
2021-05-27T14:36:31.339977+00:00,1622126191.339977,217563.57200000004
2021-05-27T14:36:32.362288+00:00,1622126192.362288,217563.619
2021-05-27T14:36:33.335767+00:00,1622126193.335767,217563.66999999998
2021-05-27T14:36:34.338029+00:00,1622126194.338029,217563.71899999995
2021-05-27T14:36:35.338714+00:00,1622126195.338714,217563.767
2021-05-27T14:36:36.336703+00:00,1622126196.336703,217563.817
2021-05-27T14:36:37.355313+00:00,1622126197.355313,217563.867
2021-05-27T14:36:38.331359+00:00,1622126198.331359,217563.914
2021-05-27T14:36:39.334735+00:00,1622126199.334735,217563.96500000003
2021-05-27T14:36:40.341642+00:00,1622126200.341642,217564.01299999998
2021-05-27T14:36:41.341189+00:00,1622126201.341189,217564.06400000004
2021-05-27T14:36:42.342326+00:00,1622126202.342326,217564.113
2021-05-27T14:36:43.331903+00:00,1622126203.331903,217564.16100000002
2021-05-27T14:36:44.330893+00:00,1622126204.330893,217564.209
2021-05-27T14:36:45.331295+00:00,1622126205.331295,217564.26
2021-05-27T14:36:46.330454+00:00,1622126206.330454,217564.30699999997
2021-05-27T14:36:47.345442+00:00,1622126207.345442,217564.35699999996
2021-05-27T14:36:48.335686+00:00,1622126208.335686,217564.40500000006
2021-05-27T14:36:49.330332+00:00,1622126209.330332,217564.454
2021-05-27T14:36:50.329352+00:00,1622126210.329352,217564.50199999998
2021-05-27T14:36:51.332794+00:00,1622126211.332794,217564.55099999998
2021-05-27T14:36:52.345217+00:00,1622126212.345217,217564.599
2021-05-27T14:36:53.338838+00:00,1622126213.338838,217564.64800000002
2021-05-27T14:36:54.331541+00:00,1622126214.331541,217564.698
2021-05-27T14:36:55.331114+00:00,1622126215.331114,217564.743
2021-05-27T14:36:56.329474+00:00,1622126216.329474,217564.79200000002
2021-05-27T14:36:57.349082+00:00,1622126217.349082,217564.839
2021-05-27T14:36:58.329685+00:00,1622126218.329685,217564.889
2021-05-27T14:36:59.332399+00:00,1622126219.332399,217564.93500000003
2021-05-27T14:37:00.329671+00:00,1622126220.329671,217564.984
2021-05-27T14:37:01.330744+00:00,1622126221.330744,217565.033
2021-05-27T14:37:02.341120+00:00,1622126222.34112,217565.079
2021-05-27T14:37:03.336669+00:00,1622126223.336669,217565.128
2021-05-27T14:37:04.330313+00:00,1622126224.330313,217565.173
2021-05-27T14:37:05.336775+00:00,1622126225.336775,217565.22100000005
2021-05-27T14:37:06.351769+00:00,1622126226.351769,217565.266
2021-05-27T14:37:07.359850+00:00,1622126227.35985,217565.313
2021-05-27T14:37:08.330918+00:00,1622126228.330918,217565.36100000003
2021-05-27T14:37:09.330579+00:00,1622126229.330579,217565.40599999996
2021-05-27T14:37:10.337318+00:00,1622126230.337318,217565.452
2021-05-27T14:37:11.333973+00:00,1622126231.333973,217565.499
2021-05-27T14:37:12.362585+00:00,1622126232.362585,217565.54700000002
2021-05-27T14:37:13.342054+00:00,1622126233.342054,217565.59200000003
2021-05-27T14:37:14.330698+00:00,1622126234.330698,217565.638
2021-05-27T14:37:15.332953+00:00,1622126235.332953,217565.684
2021-05-27T14:37:16.329912+00:00,1622126236.329912,217565.731
2021-05-27T14:37:17.351088+00:00,1622126237.351088,217565.775
2021-05-27T14:37:18.334975+00:00,1622126238.334975,217565.82200000001
2021-05-27T14:37:19.330539+00:00,1622126239.330539,217565.86800000002
2021-05-27T14:37:20.366609+00:00,1622126240.366609,217565.913
2021-05-27T14:37:21.336448+00:00,1622126241.336448,217565.95799999998
2021-05-27T14:37:22.339650+00:00,1622126242.33965,217566.00499999998
2021-05-27T14:37:23.332025+00:00,1622126243.332025,217566.049
2021-05-27T14:37:24.338664+00:00,1622126244.338664,217566.09399999998
2021-05-27T14:37:25.341239+00:00,1622126245.341239,217566.13900000002
2021-05-27T14:37:26.339535+00:00,1622126246.339535,217566.18400000004
2021-05-27T14:37:27.353416+00:00,1622126247.353416,217566.229
2021-05-27T14:37:28.341721+00:00,1622126248.341721,217566.27300000004
2021-05-27T14:37:29.338033+00:00,1622126249.338033,217566.317
2021-05-27T14:37:30.338962+00:00,1622126250.338962,217566.36100000003
2021-05-27T14:37:31.338583+00:00,1622126251.338583,217566.40399999998
2021-05-27T14:37:32.343092+00:00,1622126252.343092,217566.451
2021-05-27T14:37:33.331594+00:00,1622126253.331594,217566.493
2021-05-27T14:37:34.337754+00:00,1622126254.337754,217566.54
2021-05-27T14:37:35.339343+00:00,1622126255.339343,217566.58400000003
2021-05-27T14:37:36.339182+00:00,1622126256.339182,217566.62699999998
2021-05-27T14:37:37.351086+00:00,1622126257.351086,217566.66699999996
2021-05-27T14:37:38.339982+00:00,1622126258.339982,217566.71199999997
2021-05-27T14:37:39.337592+00:00,1622126259.337592,217566.75400000002
2021-05-27T14:37:40.332923+00:00,1622126260.332923,217566.798
2021-05-27T14:37:41.329649+00:00,1622126261.329649,217566.84300000002
2021-05-27T14:37:42.353375+00:00,1622126262.353375,217566.881
2021-05-27T14:37:43.332020+00:00,1622126263.33202,217566.92700000003
2021-05-27T14:37:44.329772+00:00,1622126264.329772,217566.96700000003
2021-05-27T14:37:45.330667+00:00,1622126265.330667,217567.012
2021-05-27T14:37:46.331892+00:00,1622126266.331892,217567.05299999996
2021-05-27T14:37:47.341093+00:00,1622126267.341093,217567.094
2021-05-27T14:37:48.331624+00:00,1622126268.331624,217567.13600000003
2021-05-27T14:37:49.330500+00:00,1622126269.3305,217567.177
2021-05-27T14:37:50.333913+00:00,1622126270.333913,217567.219
2021-05-27T14:37:51.333808+00:00,1622126271.333808,217567.261
2021-05-27T14:37:52.338573+00:00,1622126272.338573,217567.302
