datetime,sum vals
2023-04-29 03:02:30,19848366.0
2023-04-29 03:02:45,19733962.0
2023-04-29 03:03:00,19714542.0
2023-04-29 03:03:15,19560365.0
2023-04-29 03:03:30,19526190.0
2023-04-29 03:03:45,19470037.0
2023-04-29 03:04:00,19313639.0
2023-04-29 03:04:15,19145754.0
2023-04-29 03:04:30,18954282.0
2023-04-29 03:04:45,19011212.0
2023-04-29 03:05:00,18929424.0
2023-04-29 03:05:15,18840860.0
2023-04-29 03:05:30,18656818.0
2023-04-29 03:05:45,18621109.0
2023-04-29 03:06:00,18432139.0
2023-04-29 03:06:15,18432187.0
2023-04-29 03:06:30,18273103.0
2023-04-29 03:06:45,18376619.0
2023-04-29 03:07:00,18197852.0
2023-04-29 03:07:15,18123357.0
2023-04-29 03:07:30,17962600.0
2023-04-29 03:07:45,17836342.0
2023-04-29 03:08:00,17720464.0
2023-04-29 03:08:15,17608812.0
2023-04-29 03:08:30,17451566.0
2023-04-29 03:08:45,17334372.0
2023-04-29 03:09:00,17264764.0
2023-04-29 03:09:15,17133907.0
2023-04-29 03:09:30,16997084.0
2023-04-29 03:09:45,16926208.0
2023-04-29 03:10:00,16745646.0
2023-04-29 03:10:15,16617755.0
2023-04-29 03:10:30,16401686.0
2023-04-29 03:10:45,16279793.0
2023-04-29 03:11:00,16114660.0
2023-04-29 03:11:15,16033447.0
2023-04-29 03:11:30,15805821.0
2023-04-29 03:11:45,15765460.0
2023-04-29 03:12:00,15568213.0
2023-04-29 03:12:15,15462107.0
2023-04-29 03:12:30,15171172.0
2023-04-29 03:12:45,15179182.0
2023-04-29 03:13:00,15078386.0
2023-04-29 03:13:15,14873558.0
2023-04-29 03:13:30,14820682.0
2023-04-29 03:13:45,14568490.0
2023-04-29 03:14:00,14437687.0
2023-04-29 03:14:15,14348567.0
2023-04-29 03:14:30,14329711.0
2023-04-29 03:14:45,14181735.0
2023-04-29 03:15:00,13957041.0
2023-04-29 03:15:15,13796792.0
2023-04-29 03:15:30,13607371.0
2023-04-29 03:15:45,13407033.0
2023-04-29 03:16:00,13267276.0
2023-04-29 03:16:15,13081821.0
2023-04-29 03:16:30,12837417.0
2023-04-29 03:16:45,12641645.0
2023-04-29 03:17:00,12433558.0
2023-04-29 03:17:15,12207096.0
2023-04-29 03:17:30,12053582.0
2023-04-29 03:17:45,11856022.0
2023-04-29 03:18:00,11668017.0
2023-04-29 03:18:15,11462912.0
2023-04-29 03:18:30,11237125.0
2023-04-29 03:18:45,11008674.0
2023-04-29 03:19:00,10866733.0
2023-04-29 03:19:15,10698751.0
2023-04-29 03:19:30,10503853.0
2023-04-29 03:19:45,10310484.0
2023-04-29 03:20:00,10089622.0
2023-04-29 03:20:15,9861454.0
2023-04-29 03:20:30,9663984.0
2023-04-29 03:20:45,9514000.0
2023-04-29 03:21:00,9357692.0
2023-04-29 03:21:15,9202900.0
2023-04-29 03:21:30,9067232.0
2023-04-29 03:21:45,8946463.0
2023-04-29 03:22:00,8850881.0
