timestamp,LZR.BARNARD.Racks-AK.Wirkleistung
2023-05-12T01:04:09.196491+00:00,396194.841796875
2023-05-12T01:04:09.734126+00:00,392987.49609375
2023-05-12T01:04:10.278572+00:00,391743.3984375
2023-05-12T01:04:10.956168+00:00,391626.626953125
2023-05-12T01:04:11.489095+00:00,391476.7421875
2023-05-12T01:04:12.099158+00:00,387695.26171875
2023-05-12T01:04:12.679293+00:00,360753.55078125
2023-05-12T01:04:13.196936+00:00,352957.896484375
2023-05-12T01:04:13.734823+00:00,352362.796875
2023-05-12T01:04:14.290761+00:00,352346.306640625
2023-05-12T01:04:14.957058+00:00,352331.73046875
2023-05-12T01:04:15.490577+00:00,352254.78125
2023-05-12T01:04:16.099086+00:00,352267.427734375
2023-05-12T01:04:16.670613+00:00,352197.16015625
2023-05-12T01:04:17.197755+00:00,352161.087890625
2023-05-12T01:04:17.735533+00:00,352028.10546875
2023-05-12T01:04:18.269841+00:00,386083.3984375
2023-05-12T01:04:18.956764+00:00,567546.10546875
2023-05-12T01:04:19.492350+00:00,638745.61328125
2023-05-12T01:04:20.100470+00:00,567710.64453125
2023-05-12T01:04:20.670602+00:00,544490.84375
2023-05-12T01:04:21.208222+00:00,542595.66015625
2023-05-12T01:04:21.726693+00:00,540451.25
2023-05-12T01:04:22.270710+00:00,540288.08203125
2023-05-12T01:04:22.958636+00:00,539138.720703125
2023-05-12T01:04:23.493712+00:00,538388.4921875
2023-05-12T01:04:24.101596+00:00,537680.8828125
2023-05-12T01:04:24.671376+00:00,536811.25
2023-05-12T01:04:25.199058+00:00,536449.56640625
2023-05-12T01:04:25.727456+00:00,535829.02734375
2023-05-12T01:04:26.228097+00:00,535423.640625
2023-05-12T01:04:26.736994+00:00,534927.650390625
2023-05-12T01:04:27.281448+00:00,534598.513671875
2023-05-12T01:04:27.947471+00:00,534102.36328125
2023-05-12T01:04:28.495744+00:00,533614.189453125
2023-05-12T01:04:29.111622+00:00,533193.388671875
2023-05-12T01:04:29.662393+00:00,517147.2734375
2023-05-12T01:04:30.188962+00:00,495273.83984375
2023-05-12T01:04:30.738428+00:00,470739.97265625
2023-05-12T01:04:31.282446+00:00,466248.49609375
2023-05-12T01:04:31.948177+00:00,457000.142578125
2023-05-12T01:04:32.497249+00:00,452331.8515625
2023-05-12T01:04:33.101788+00:00,443133.73828125
2023-05-12T01:04:33.662802+00:00,427771.8984375
2023-05-12T01:04:34.189688+00:00,426666.21875
2023-05-12T01:04:34.729288+00:00,426399.001953125
2023-05-12T01:04:35.283143+00:00,426173.841796875
2023-05-12T01:04:35.959580+00:00,425832.986328125
2023-05-12T01:04:36.500916+00:00,417346.17578125
2023-05-12T01:04:37.102628+00:00,415952.328125
2023-05-12T01:04:37.664127+00:00,415601.216796875
2023-05-12T01:04:38.191104+00:00,415413.736328125
2023-05-12T01:04:38.739726+00:00,415096.099609375
2023-05-12T01:04:39.286262+00:00,414957.513671875
2023-05-12T01:04:39.960956+00:00,414737.55078125
2023-05-12T01:04:40.512303+00:00,412065.51171875
2023-05-12T01:04:41.103712+00:00,410744.30859375
2023-05-12T01:04:41.664194+00:00,409733.00390625
2023-05-12T01:04:42.191170+00:00,409498.59765625
2023-05-12T01:04:42.740008+00:00,403909.6953125
2023-05-12T01:04:43.285297+00:00,402981.90234375
2023-05-12T01:04:43.960648+00:00,400342.013671875
2023-05-12T01:04:44.503316+00:00,400164.384765625
2023-05-12T01:04:45.104112+00:00,400067.880859375
2023-05-12T01:04:45.665385+00:00,399901.55078125
2023-05-12T01:04:46.192234+00:00,394857.6171875
2023-05-12T01:04:46.740567+00:00,391873.912109375
2023-05-12T01:04:47.288020+00:00,390911.283203125
2023-05-12T01:04:47.954319+00:00,390841.8515625
2023-05-12T01:04:48.503855+00:00,390725.794921875
2023-05-12T01:04:49.104972+00:00,387300.693359375
2023-05-12T01:04:49.665913+00:00,360242.513671875
2023-05-12T01:04:50.203017+00:00,353047.205078125
2023-05-12T01:04:50.721830+00:00,352632.150390625
2023-05-12T01:04:51.230934+00:00,352598.93359375
2023-05-12T01:04:51.732257+00:00,352584.66796875
2023-05-12T01:04:52.276792+00:00,352562.880859375
2023-05-12T01:04:52.942659+00:00,352446.748046875
2023-05-12T01:04:53.452757+00:00,352408.626953125
2023-05-12T01:04:54.105602+00:00,352352.646484375
2023-05-12T01:04:54.676911+00:00,352284.021484375
2023-05-12T01:04:55.204005+00:00,352217.107421875
2023-05-12T01:04:55.732503+00:00,352281.46875
2023-05-12T01:04:56.277502+00:00,367672.98046875
2023-05-12T01:04:56.963992+00:00,494046.69921875
2023-05-12T01:04:57.508810+00:00,618793.6015625
2023-05-12T01:04:58.117477+00:00,595823.05859375
2023-05-12T01:04:58.677647+00:00,537639.97265625
2023-05-12T01:04:59.204863+00:00,543548.49609375
2023-05-12T01:04:59.733066+00:00,543023.42578125
2023-05-12T01:05:00.291013+00:00,543013.62109375
2023-05-12T01:05:00.947332+00:00,543532.25
2023-05-12T01:05:01.456907+00:00,543534.71484375
2023-05-12T01:05:02.107753+00:00,543443.1796875
2023-05-12T01:05:02.679235+00:00,542131.2421875
2023-05-12T01:05:03.185376+00:00,533264.97265625
2023-05-12T01:05:03.733959+00:00,402606.732421875
2023-05-12T01:05:04.234328+00:00,353989.056640625
2023-05-12T01:05:04.944835+00:00,354435.59765625
2023-05-12T01:05:05.454466+00:00,354156.236328125
2023-05-12T01:05:05.956327+00:00,353861.802734375
2023-05-12T01:05:06.484910+00:00,353716.572265625
2023-05-12T01:05:07.099154+00:00,354586.306640625
2023-05-12T01:05:07.669527+00:00,477268.79296875
2023-05-12T01:05:08.196263+00:00,583947.44140625
2023-05-12T01:05:08.734820+00:00,597266.60546875
2023-05-12T01:05:09.269852+00:00,544765.27734375
2023-05-12T01:05:09.957395+00:00,543355.138671875
2023-05-12T01:05:10.513977+00:00,543289.099609375
2023-05-12T01:05:11.098972+00:00,543558.033203125
2023-05-12T01:05:11.670109+00:00,543587.587890625
2023-05-12T01:05:12.196859+00:00,543604.935546875
2023-05-12T01:05:12.735636+00:00,543597.865234375
2023-05-12T01:05:13.270028+00:00,543409.189453125
2023-05-12T01:05:13.946175+00:00,536554.888671875
2023-05-12T01:05:14.466283+00:00,466587.931640625
2023-05-12T01:05:15.099733+00:00,355671.02734375
2023-05-12T01:05:15.670929+00:00,354512.248046875
2023-05-12T01:05:16.197858+00:00,354301.650390625
2023-05-12T01:05:16.726389+00:00,354064.43359375
2023-05-12T01:05:17.270728+00:00,353908.201171875
2023-05-12T01:05:17.947185+00:00,353792.44140625
2023-05-12T01:05:18.496928+00:00,353679.330078125
2023-05-12T01:05:19.110485+00:00,353598.673828125
2023-05-12T01:05:19.671837+00:00,353540.572265625
2023-05-12T01:05:20.188577+00:00,353479.013671875
2023-05-12T01:05:20.737326+00:00,353458.181640625
2023-05-12T01:05:21.272892+00:00,353426.853515625
2023-05-12T01:05:21.947988+00:00,353410.10546875
2023-05-12T01:05:22.461997+00:00,381372.19921875
2023-05-12T01:05:23.101254+00:00,539294.78125
2023-05-12T01:05:23.662515+00:00,617691.6875
2023-05-12T01:05:24.199647+00:00,573106.7890625
2023-05-12T01:05:24.724576+00:00,543210.236328125
2023-05-12T01:05:25.228114+00:00,543835.861328125
2023-05-12T01:05:25.728187+00:00,544300.330078125
2023-05-12T01:05:26.282812+00:00,544432.349609375
2023-05-12T01:05:26.960082+00:00,544566.990234375
2023-05-12T01:05:27.498991+00:00,544537.40234375
2023-05-12T01:05:28.102279+00:00,544452.4296875
2023-05-12T01:05:28.663409+00:00,544413.72265625
2023-05-12T01:05:29.190817+00:00,543095.3359375
2023-05-12T01:05:29.733646+00:00,544134.375
2023-05-12T01:05:30.273260+00:00,542949.65625
2023-05-12T01:05:30.959885+00:00,544630.23828125
2023-05-12T01:05:31.489476+00:00,544155.52734375
2023-05-12T01:05:32.103089+00:00,543990.6015625
2023-05-12T01:05:32.664096+00:00,544665.181640625
2023-05-12T01:05:33.191207+00:00,544737.212890625
2023-05-12T01:05:33.740324+00:00,544748.53125
2023-05-12T01:05:34.273827+00:00,544752.078125
2023-05-12T01:05:34.959697+00:00,544730.73046875
2023-05-12T01:05:35.489692+00:00,543155.05078125
2023-05-12T01:05:36.101848+00:00,542620.63671875
2023-05-12T01:05:36.662618+00:00,545864.599609375
2023-05-12T01:05:37.189660+00:00,544452.603515625
2023-05-12T01:05:37.728565+00:00,544555.01171875
2023-05-12T01:05:38.231121+00:00,544715.015625
2023-05-12T01:05:38.736749+00:00,545055.248046875
2023-05-12T01:05:39.270529+00:00,545023.591796875
2023-05-12T01:05:39.946660+00:00,545014.533203125
2023-05-12T01:05:40.496305+00:00,545026.96484375
2023-05-12T01:05:41.098876+00:00,545075.14453125
2023-05-12T01:05:41.669323+00:00,543372.140625
2023-05-12T01:05:42.195976+00:00,538743.921875
2023-05-12T01:05:42.728838+00:00,541034.8515625
2023-05-12T01:05:43.234341+00:00,546954.2578125
2023-05-12T01:05:43.944144+00:00,544298.546875
2023-05-12T01:05:44.444225+00:00,545426.42578125
2023-05-12T01:05:44.953811+00:00,545589.125
2023-05-12T01:05:45.483503+00:00,545160.705078125
2023-05-12T01:05:46.115899+00:00,545001.228515625
2023-05-12T01:05:46.677184+00:00,544957.951171875
2023-05-12T01:05:47.203649+00:00,544931.517578125
2023-05-12T01:05:47.733257+00:00,545021.6171875
2023-05-12T01:05:48.275512+00:00,544540.0078125
2023-05-12T01:05:48.952065+00:00,540609.734375
2023-05-12T01:05:49.480996+00:00,539127.59375
2023-05-12T01:05:50.113805+00:00,540776.92578125
2023-05-12T01:05:50.664336+00:00,542912.8984375
2023-05-12T01:05:51.208079+00:00,545999.00390625
2023-05-12T01:05:51.725356+00:00,546407.6640625
2023-05-12T01:05:52.283910+00:00,545834.078125
2023-05-12T01:05:52.949726+00:00,545253.3203125
2023-05-12T01:05:53.465051+00:00,545050.671875
2023-05-12T01:05:54.122424+00:00,545070.27734375
2023-05-12T01:05:54.673466+00:00,544942.1328125
2023-05-12T01:05:55.199882+00:00,544284.0703125
2023-05-12T01:05:55.731232+00:00,532111.107421875
2023-05-12T01:05:56.281886+00:00,533012.982421875
2023-05-12T01:05:56.947237+00:00,546393.98046875
2023-05-12T01:05:57.492737+00:00,544026.7109375
2023-05-12T01:05:58.105646+00:00,544047.84375
2023-05-12T01:05:58.676405+00:00,544392.765625
2023-05-12T01:05:59.202752+00:00,544845.390625
2023-05-12T01:05:59.722566+00:00,544305.58203125
2023-05-12T01:06:00.287012+00:00,544919.90625
2023-05-12T01:06:00.951608+00:00,545209.76171875
2023-05-12T01:06:01.460906+00:00,544877.5078125
2023-05-12T01:06:02.103943+00:00,541618.37109375
2023-05-12T01:06:02.675174+00:00,544366.296875
2023-05-12T01:06:03.202986+00:00,543219.015625
2023-05-12T01:06:03.745862+00:00,545407.259765625
2023-05-12T01:06:04.284765+00:00,544665.869140625
2023-05-12T01:06:04.952433+00:00,543263.265625
2023-05-12T01:06:05.460251+00:00,542660.341796875
2023-05-12T01:06:06.102446+00:00,545378.740234375
2023-05-12T01:06:06.673117+00:00,543824.16015625
2023-05-12T01:06:07.200241+00:00,543296.70703125
2023-05-12T01:06:07.738849+00:00,545273.150390625
2023-05-12T01:06:08.272533+00:00,542675.017578125
2023-05-12T01:06:08.958196+00:00,535100.53515625
2023-05-12T01:06:09.468344+00:00,537853.98828125
2023-05-12T01:06:10.099671+00:00,544804.1015625
2023-05-12T01:06:10.697344+00:00,543108.9921875
2023-05-12T01:06:11.224833+00:00,543984.70703125
2023-05-12T01:06:11.735480+00:00,544617.95703125
2023-05-12T01:06:12.269872+00:00,543548.28515625
2023-05-12T01:06:12.955661+00:00,543792.3203125
2023-05-12T01:06:13.485124+00:00,544546.1171875
2023-05-12T01:06:14.099055+00:00,544075.01953125
2023-05-12T01:06:14.669617+00:00,543401.734375
2023-05-12T01:06:15.196008+00:00,540721.11328125
2023-05-12T01:06:15.699372+00:00,540746.857421875
2023-05-12T01:06:16.223416+00:00,540623.005859375
2023-05-12T01:06:16.726669+00:00,540253.61328125
2023-05-12T01:06:17.268337+00:00,542370.83203125
2023-05-12T01:06:17.954116+00:00,543684.5859375
2023-05-12T01:06:18.493512+00:00,544427.57421875
2023-05-12T01:06:19.107201+00:00,543613.41015625
2023-05-12T01:06:19.697817+00:00,543602.1953125
2023-05-12T01:06:20.205037+00:00,545965.24609375
2023-05-12T01:06:20.725820+00:00,546915.984375
2023-05-12T01:06:21.232084+00:00,543874.55078125
2023-05-12T01:06:21.955501+00:00,537921.90234375
2023-05-12T01:06:22.493066+00:00,535779.220703125
2023-05-12T01:06:23.115907+00:00,544289.869140625
2023-05-12T01:06:23.667194+00:00,548267.93359375
2023-05-12T01:06:24.204427+00:00,547667.04296875
2023-05-12T01:06:24.733393+00:00,545092.98046875
2023-05-12T01:06:25.276206+00:00,544564.09375
2023-05-12T01:06:25.954116+00:00,544000.17578125
2023-05-12T01:06:26.492621+00:00,543750.5546875
2023-05-12T01:06:27.115344+00:00,544170.0546875
2023-05-12T01:06:27.666868+00:00,539491.38671875
2023-05-12T01:06:28.202985+00:00,536398.52734375
2023-05-12T01:06:28.732848+00:00,547750.86328125
2023-05-12T01:06:29.275191+00:00,543913.6171875
2023-05-12T01:06:29.952922+00:00,554867.41015625
2023-05-12T01:06:30.480763+00:00,555291.5
2023-05-12T01:06:31.114158+00:00,546894.14453125
2023-05-12T01:06:31.665836+00:00,544599.09765625
2023-05-12T01:06:32.201548+00:00,544585.68359375
2023-05-12T01:06:32.729910+00:00,544562.21484375
2023-05-12T01:06:33.274175+00:00,544252.56640625
2023-05-12T01:06:33.952021+00:00,543236.640625
2023-05-12T01:06:34.499600+00:00,541533.87890625
2023-05-12T01:06:35.113924+00:00,531926.6953125
2023-05-12T01:06:35.664475+00:00,488065.1640625
2023-05-12T01:06:36.211324+00:00,513931.3515625
2023-05-12T01:06:36.740733+00:00,567886.33203125
2023-05-12T01:06:37.273668+00:00,549076.03515625
2023-05-12T01:06:37.953194+00:00,542232.494140625
2023-05-12T01:06:38.489021+00:00,544439.87109375
2023-05-12T01:06:39.113374+00:00,544487.375
2023-05-12T01:06:39.664397+00:00,544535.625
2023-05-12T01:06:40.200282+00:00,544557.75390625
2023-05-12T01:06:40.741724+00:00,544522.357421875
2023-05-12T01:06:41.272924+00:00,543807.666015625
2023-05-12T01:06:41.949414+00:00,545689.1875
2023-05-12T01:06:42.488315+00:00,518610.849609375
2023-05-12T01:06:43.112236+00:00,499268.810546875
2023-05-12T01:06:43.702781+00:00,553005.34375
2023-05-12T01:06:44.217127+00:00,539228.046875
2023-05-12T01:06:44.739489+00:00,544145.8671875
2023-05-12T01:06:45.272366+00:00,547052.61328125
2023-05-12T01:06:45.948633+00:00,544767.578125
2023-05-12T01:06:46.487793+00:00,544546.552734375
2023-05-12T01:06:47.101205+00:00,544621.529296875
2023-05-12T01:06:47.663578+00:00,544606.23046875
2023-05-12T01:06:48.199079+00:00,543895.1171875
2023-05-12T01:06:48.702152+00:00,543838.19921875
2023-05-12T01:06:49.226879+00:00,531777.2734375
2023-05-12T01:06:49.728433+00:00,453462.994140625
2023-05-12T01:06:50.271610+00:00,442570.900390625
2023-05-12T01:06:50.957923+00:00,579204.73828125
2023-05-12T01:06:51.496740+00:00,584430.0078125
2023-05-12T01:06:52.100519+00:00,542496.53515625
2023-05-12T01:06:52.671865+00:00,544552.11328125
2023-05-12T01:06:53.188139+00:00,544519.19140625
2023-05-12T01:06:53.694350+00:00,544542.126953125
2023-05-12T01:06:54.198138+00:00,544619.794921875
2023-05-12T01:06:54.736370+00:00,544594.416015625
2023-05-12T01:06:55.281408+00:00,544361.345703125
2023-05-12T01:06:55.946788+00:00,543268.5
2023-05-12T01:06:56.497050+00:00,540174.56640625
2023-05-12T01:06:57.113144+00:00,499937.99609375
2023-05-12T01:06:57.694307+00:00,374202.908203125
2023-05-12T01:06:58.197714+00:00,358316.126953125
2023-05-12T01:06:58.736097+00:00,424073.2109375
2023-05-12T01:06:59.281082+00:00,547560.6953125
2023-05-12T01:06:59.946651+00:00,627023.171875
2023-05-12T01:07:00.496394+00:00,570537.404296875
2023-05-12T01:07:01.109605+00:00,544836.544921875
2023-05-12T01:07:01.697962+00:00,544576.5703125
2023-05-12T01:07:02.215388+00:00,544566.11328125
2023-05-12T01:07:02.735591+00:00,544574.93359375
2023-05-12T01:07:03.280925+00:00,544255.04296875
2023-05-12T01:07:03.947689+00:00,543271.765625
2023-05-12T01:07:04.495334+00:00,544185.0703125
2023-05-12T01:07:05.109303+00:00,543281.125
2023-05-12T01:07:05.697713+00:00,542157.36328125
2023-05-12T01:07:06.245328+00:00,542913.6015625
2023-05-12T01:07:06.945726+00:00,544736.77734375
2023-05-12T01:07:07.495354+00:00,544661.068359375
2023-05-12T01:07:08.109029+00:00,544636.646484375
2023-05-12T01:07:08.670480+00:00,544647.8828125
2023-05-12T01:07:09.186861+00:00,544637.7421875
2023-05-12T01:07:09.700658+00:00,544572.515625
2023-05-12T01:07:10.224537+00:00,544207.1171875
2023-05-12T01:07:10.731573+00:00,544253.7578125
2023-05-12T01:07:11.234844+00:00,542719.66015625
2023-05-12T01:07:11.737204+00:00,516181.326171875
2023-05-12T01:07:12.279042+00:00,507777.419921875
2023-05-12T01:07:12.955583+00:00,565684.779296875
2023-05-12T01:07:13.495020+00:00,557975.765625
2023-05-12T01:07:14.098684+00:00,544989.27734375
2023-05-12T01:07:14.699960+00:00,544727.4296875
2023-05-12T01:07:15.214192+00:00,544613.17578125
2023-05-12T01:07:15.734530+00:00,544704.3125
2023-05-12T01:07:16.269259+00:00,544692.1484375
2023-05-12T01:07:16.954925+00:00,544649.015625
2023-05-12T01:07:17.483920+00:00,544481.595703125
2023-05-12T01:07:18.108850+00:00,542980.623046875
2023-05-12T01:07:18.700672+00:00,520482.55859375
2023-05-12T01:07:19.234339+00:00,441339.619140625
2023-05-12T01:07:19.734869+00:00,375204.271484375
2023-05-12T01:07:20.269080+00:00,479918.3671875
2023-05-12T01:07:20.955184+00:00,628062.84375
2023-05-12T01:07:21.494651+00:00,580766.6796875
2023-05-12T01:07:22.108160+00:00,544607.6484375
2023-05-12T01:07:22.670163+00:00,544615.68359375
2023-05-12T01:07:23.185699+00:00,544663.80859375
2023-05-12T01:07:23.734372+00:00,544716.94140625
2023-05-12T01:07:24.291281+00:00,544706.73828125
2023-05-12T01:07:24.955554+00:00,544507.693359375
2023-05-12T01:07:25.494499+00:00,544219.9296875
2023-05-12T01:07:26.108041+00:00,543284.4296875
2023-05-12T01:07:26.670097+00:00,479633.794921875
2023-05-12T01:07:27.185744+00:00,469071.853515625
2023-05-12T01:07:27.734248+00:00,582829.33203125
2023-05-12T01:07:28.268906+00:00,567468.6328125
2023-05-12T01:07:28.954654+00:00,544991.34375
2023-05-12T01:07:29.484017+00:00,544894.119140625
2023-05-12T01:07:30.108051+00:00,544775.439453125
2023-05-12T01:07:30.670057+00:00,544748.83203125
2023-05-12T01:07:31.186718+00:00,544695.359375
2023-05-12T01:07:31.734106+00:00,544734.791015625
2023-05-12T01:07:32.290863+00:00,544332.365234375
2023-05-12T01:07:32.944614+00:00,543287.57421875
2023-05-12T01:07:33.494121+00:00,532078.09765625
2023-05-12T01:07:34.108826+00:00,450953.6328125
2023-05-12T01:07:34.671363+00:00,518799.83203125
2023-05-12T01:07:35.186800+00:00,587879.515625
2023-05-12T01:07:35.734104+00:00,551638.830078125
2023-05-12T01:07:36.243783+00:00,542155.548828125
2023-05-12T01:07:36.954730+00:00,544748.275390625
2023-05-12T01:07:37.483827+00:00,544715.3046875
2023-05-12T01:07:38.108851+00:00,544721.16796875
2023-05-12T01:07:38.669058+00:00,544725.24609375
2023-05-12T01:07:39.195615+00:00,544681.2421875
2023-05-12T01:07:39.735289+00:00,544662.80078125
2023-05-12T01:07:40.278685+00:00,542188.83984375
2023-05-12T01:07:40.945702+00:00,555247.47265625
2023-05-12T01:07:43.615785+00:00,557469.0546875
2023-05-12T01:07:44.195980+00:00,545082.32421875
2023-05-12T01:07:44.735394+00:00,544714.513671875
2023-05-12T01:07:45.268966+00:00,544737.017578125
2023-05-12T01:07:45.954732+00:00,544754.09765625
2023-05-12T01:07:46.493936+00:00,544769.0703125
2023-05-12T01:07:47.097734+00:00,544030.21875
2023-05-12T01:07:47.679328+00:00,543917.623046875
2023-05-12T01:07:48.196543+00:00,542146.060546875
2023-05-12T01:07:48.735395+00:00,443983.08984375
2023-05-12T01:07:49.268810+00:00,422063.48046875
2023-05-12T01:07:49.954823+00:00,572627.908203125
2023-05-12T01:07:50.493993+00:00,593578.345703125
2023-05-12T01:07:51.097930+00:00,539923.533203125
2023-05-12T01:07:51.668814+00:00,544908.91015625
2023-05-12T01:07:52.195727+00:00,544788.203125
2023-05-12T01:07:52.735088+00:00,544776.02734375
2023-05-12T01:07:53.268686+00:00,544761.84375
2023-05-12T01:07:53.955401+00:00,544681.361328125
2023-05-12T01:07:54.494035+00:00,544485.35546875
2023-05-12T01:07:55.097923+00:00,543148.765625
2023-05-12T01:07:55.669046+00:00,536027.51171875
2023-05-12T01:07:56.196227+00:00,499761.984375
2023-05-12T01:07:56.735562+00:00,544227.810546875
2023-05-12T01:07:57.278634+00:00,589030.419921875
2023-05-12T01:07:57.955843+00:00,540992.314453125
2023-05-12T01:07:58.494170+00:00,545106.80078125
2023-05-12T01:07:59.107932+00:00,544915.46484375
2023-05-12T01:07:59.680439+00:00,544867.591796875
2023-05-12T01:08:00.196010+00:00,544871.548828125
2023-05-12T01:08:00.735477+00:00,544814.740234375
2023-05-12T01:08:01.279076+00:00,544745.173828125
2023-05-12T01:08:01.955177+00:00,544230.8203125
2023-05-12T01:08:02.484413+00:00,541914.57421875
2023-05-12T01:08:03.108946+00:00,519022.4296875
2023-05-12T01:08:03.680550+00:00,433558.365234375
2023-05-12T01:08:04.196324+00:00,492497.564453125
2023-05-12T01:08:04.736401+00:00,578364.09765625
2023-05-12T01:08:05.279043+00:00,540302.30859375
2023-05-12T01:08:05.954835+00:00,544887.98828125
2023-05-12T01:08:06.494300+00:00,544892.484375
2023-05-12T01:08:07.108243+00:00,544862.23828125
2023-05-12T01:08:07.680455+00:00,544889.515625
2023-05-12T01:08:08.196053+00:00,544873.01171875
2023-05-12T01:08:08.735378+00:00,544784.318359375
2023-05-12T01:08:09.279217+00:00,544001.224609375
2023-05-12T01:08:09.945312+00:00,540380.048828125
2023-05-12T01:08:10.494601+00:00,470066.0234375
2023-05-12T01:08:11.108420+00:00,383557.990234375
2023-05-12T01:08:11.669507+00:00,554861.86328125
2023-05-12T01:08:12.196279+00:00,615018.671875
2023-05-12T01:08:12.735623+00:00,548082.93359375
2023-05-12T01:08:13.279464+00:00,544609.25
2023-05-12T01:08:13.955409+00:00,544940.09765625
2023-05-12T01:08:14.484674+00:00,544859.05078125
2023-05-12T01:08:15.109392+00:00,544896.76953125
2023-05-12T01:08:15.680850+00:00,544916.0078125
2023-05-12T01:08:16.196803+00:00,544709.76171875
2023-05-12T01:08:16.734968+00:00,544703.95703125
2023-05-12T01:08:17.269519+00:00,540579.77734375
2023-05-12T01:08:17.956168+00:00,497650.080078125
2023-05-12T01:08:18.484814+00:00,446822.37109375
2023-05-12T01:08:19.108880+00:00,546666.0859375
2023-05-12T01:08:19.680104+00:00,570461.49609375
2023-05-12T01:08:20.186511+00:00,542050.60546875
2023-05-12T01:08:20.735826+00:00,544843.671875
2023-05-12T01:08:21.279646+00:00,544836.71484375
2023-05-12T01:08:21.955999+00:00,544862.833984375
2023-05-12T01:08:22.485047+00:00,544875.392578125
2023-05-12T01:08:23.109142+00:00,544925.419921875
2023-05-12T01:08:23.670270+00:00,544922.7421875
2023-05-12T01:08:24.196868+00:00,543804.84375
2023-05-12T01:08:24.735841+00:00,539587.7109375
2023-05-12T01:08:25.279829+00:00,473024.04296875
2023-05-12T01:08:25.956492+00:00,433148.23046875
2023-05-12T01:08:26.485391+00:00,556262.0234375
2023-05-12T01:08:27.109374+00:00,563568.57421875
2023-05-12T01:08:27.670443+00:00,543546.119140625
