Time,Node Power (W),IB Switch Power AC estimated (W),Total Power (W)
2023-04-28 22:10:30,192112,2470,194582
2023-04-28 22:10:31,193775,2470,196245
2023-04-28 22:10:32,193295,2470,195765
2023-04-28 22:10:33,193221,2470,195691
2023-04-28 22:10:34,192740,2470,195210
2023-04-28 22:10:35,192740,2470,195210
2023-04-28 22:10:36,193332,2470,195802
2023-04-28 22:10:37,193701,2470,196171
2023-04-28 22:10:38,192444,2470,194914
2023-04-28 22:10:39,190744,2470,193214
2023-04-28 22:10:40,191113,2470,193583
2023-04-28 22:10:41,190854,2470,193324
2023-04-28 22:10:42,192740,2470,195210
2023-04-28 22:10:43,192592,2470,195062
2023-04-28 22:10:44,192038,2470,194508
2023-04-28 22:10:45,191742,2470,194212
2023-04-28 22:10:46,190818,2470,193288
2023-04-28 22:10:47,189597,2470,192067
2023-04-28 22:10:48,189523,2470,191993
2023-04-28 22:10:49,189893,2470,192363
2023-04-28 22:10:50,190300,2470,192770
2023-04-28 22:10:51,191113,2470,193583
2023-04-28 22:10:52,191002,2470,193472
2023-04-28 22:10:53,190115,2470,192585
2023-04-28 22:10:54,190041,2470,192511
2023-04-28 22:10:55,190633,2470,193103
2023-04-28 22:10:56,190115,2470,192585
2023-04-28 22:10:57,189043,2470,191513
2023-04-28 22:10:58,190189,2470,192659
2023-04-28 22:10:59,190818,2470,193288
2023-04-28 22:11:00,191372,2470,193842
2023-04-28 22:11:01,190854,2470,193324
2023-04-28 22:11:02,189560,2470,192030
2023-04-28 22:11:03,187194,2470,189664
2023-04-28 22:11:04,186898,2470,189368
2023-04-28 22:11:05,187897,2470,190367
2023-04-28 22:11:06,188377,2470,190847
2023-04-28 22:11:07,188008,2470,190478
2023-04-28 22:11:08,188082,2470,190552
2023-04-28 22:11:09,186972,2470,189442
2023-04-28 22:11:10,184717,2470,187187
2023-04-28 22:11:11,185161,2470,187631
2023-04-28 22:11:12,186270,2470,188740
2023-04-28 22:11:13,185198,2470,187668
2023-04-28 22:11:14,185456,2470,187926
2023-04-28 22:11:15,182573,2470,185043
2023-04-28 22:11:16,183275,2470,185745
2023-04-28 22:11:17,182203,2470,184673
2023-04-28 22:11:18,181463,2470,183933
2023-04-28 22:11:19,180502,2470,182972
2023-04-28 22:11:20,179208,2470,181678
2023-04-28 22:11:21,178986,2470,181456
2023-04-28 22:11:22,182092,2470,184562
2023-04-28 22:11:23,182720,2470,185190
2023-04-28 22:11:24,183275,2470,185745
2023-04-28 22:11:25,181981,2470,184451
2023-04-28 22:11:26,184643,2470,187113
2023-04-28 22:11:27,183349,2470,185819
2023-04-28 22:11:28,184014,2470,186484
2023-04-28 22:11:29,183349,2470,185819
2023-04-28 22:11:30,177803,2470,180273
2023-04-28 22:11:31,176768,2470,179238
2023-04-28 22:11:32,175548,2470,178018
2023-04-28 22:11:33,177729,2470,180199
2023-04-28 22:11:34,177211,2470,179681
2023-04-28 22:11:35,177840,2470,180310
2023-04-28 22:11:36,176879,2470,179349
2023-04-28 22:11:37,175141,2470,177611
2023-04-28 22:11:38,175511,2470,177981
2023-04-28 22:11:39,173181,2470,175651
2023-04-28 22:11:40,174882,2470,177352
2023-04-28 22:11:41,170852,2470,173322
2023-04-28 22:11:42,168412,2470,170882
2023-04-28 22:11:43,168079,2470,170549
2023-04-28 22:11:44,166526,2470,168996
2023-04-28 22:11:45,166785,2470,169255
2023-04-28 22:11:46,167783,2470,170253
2023-04-28 22:11:47,168782,2470,171252
2023-04-28 22:11:48,169410,2470,171880
2023-04-28 22:11:49,169299,2470,171769
2023-04-28 22:11:50,168671,2470,171141
2023-04-28 22:11:51,169040,2470,171510
2023-04-28 22:11:52,169595,2470,172065
2023-04-28 22:11:53,172627,2470,175097
2023-04-28 22:11:54,173662,2470,176132
2023-04-28 22:11:55,173514,2470,175984
2023-04-28 22:11:56,173292,2470,175762
2023-04-28 22:11:57,171961,2470,174431
2023-04-28 22:11:58,172960,2470,175430
2023-04-28 22:11:59,171074,2470,173544
2023-04-28 22:12:00,167783,2470,170253
2023-04-28 22:12:01,168227,2470,170697
2023-04-28 22:12:02,166304,2470,168774
2023-04-28 22:12:03,164345,2470,166815
2023-04-28 22:12:04,163864,2470,166334
2023-04-28 22:12:05,163679,2470,166149
2023-04-28 22:12:06,163199,2470,165669
2023-04-28 22:12:07,162903,2470,165373
2023-04-28 22:12:08,163458,2470,165928
2023-04-28 22:12:09,161091,2470,163561
2023-04-28 22:12:10,160722,2470,163192
2023-04-28 22:12:11,160389,2470,162859
2023-04-28 22:12:12,160537,2470,163007
2023-04-28 22:12:13,156987,2470,159457
2023-04-28 22:12:14,156544,2470,159014
2023-04-28 22:12:15,156728,2470,159198
2023-04-28 22:12:16,156765,2470,159235
2023-04-28 22:12:17,157801,2470,160271
2023-04-28 22:12:18,157024,2470,159494
2023-04-28 22:12:19,155804,2470,158274
2023-04-28 22:12:20,151885,2470,154355
2023-04-28 22:12:21,151885,2470,154355
2023-04-28 22:12:22,150406,2470,152876
2023-04-28 22:12:23,149371,2470,151841
2023-04-28 22:12:24,150628,2470,153098
2023-04-28 22:12:25,150591,2470,153061
2023-04-28 22:12:26,145415,2470,147885
2023-04-28 22:12:27,143640,2470,146110
2023-04-28 22:12:28,143529,2470,145999
2023-04-28 22:12:29,144232,2470,146702
2023-04-28 22:12:30,144934,2470,147404
2023-04-28 22:12:31,145637,2470,148107
2023-04-28 22:12:32,144564,2470,147034
2023-04-28 22:12:33,141533,2470,144003
2023-04-28 22:12:34,142161,2470,144631
2023-04-28 22:12:35,139980,2470,142450
2023-04-28 22:12:36,140128,2470,142598
2023-04-28 22:12:37,138907,2470,141377
2023-04-28 22:12:38,137613,2470,140083
2023-04-28 22:12:39,134840,2470,137310
2023-04-28 22:12:40,133620,2470,136090
2023-04-28 22:12:41,133029,2470,135499
2023-04-28 22:12:42,131661,2470,134131
2023-04-28 22:12:43,126558,2470,129028
2023-04-28 22:12:44,124858,2470,127328
2023-04-28 22:12:45,125338,2470,127808
2023-04-28 22:12:46,123933,2470,126403
2023-04-28 22:12:47,123416,2470,125886
2023-04-28 22:12:48,122196,2470,124666
2023-04-28 22:12:49,120902,2470,123372
2023-04-28 22:12:50,119460,2470,121930
2023-04-28 22:12:51,117500,2470,119970
2023-04-28 22:12:52,115947,2470,118417
2023-04-28 22:12:53,115725,2470,118195
2023-04-28 22:12:54,115430,2470,117900
2023-04-28 22:12:55,113433,2470,115903
2023-04-28 22:12:56,109477,2470,111947
2023-04-28 22:12:57,107924,2470,110394
2023-04-28 22:12:58,108294,2470,110764
2023-04-28 22:12:59,103746,2470,106216
2023-04-28 22:13:00,103081,2470,105551
2023-04-28 22:13:01,101898,2470,104368
2023-04-28 22:13:02,100751,2470,103221
2023-04-28 22:13:03,99790,2470,102260
2023-04-28 22:13:04,96943,2470,99413
2023-04-28 22:13:05,95464,2470,97934
2023-04-28 22:13:06,95316,2470,97786
2023-04-28 22:13:07,93653,2470,96123
2023-04-28 22:13:08,90510,2470,92980
2023-04-28 22:13:09,91249,2470,93719
2023-04-28 22:13:10,92950,2470,95420
2023-04-28 22:13:11,104670,2470,107140
2023-04-28 22:13:12,132252,2470,134722
2023-04-28 22:13:13,154510,2470,156980
2023-04-28 22:13:14,173329,2470,175799
2023-04-28 22:13:15,180502,2470,182972
2023-04-28 22:13:16,183645,2470,186115
2023-04-28 22:13:17,184643,2470,187113
2023-04-28 22:13:18,184569,2470,187039
2023-04-28 22:13:19,185013,2470,187483
2023-04-28 22:13:20,184273,2470,186743
2023-04-28 22:13:21,185235,2470,187705
2023-04-28 22:13:22,185419,2470,187889
2023-04-28 22:13:23,185456,2470,187926
2023-04-28 22:13:24,185346,2470,187816
2023-04-28 22:13:25,183830,2470,186300
2023-04-28 22:13:26,183719,2470,186189
2023-04-28 22:13:27,184680,2470,187150
2023-04-28 22:13:28,188082,2470,190552
2023-04-28 22:13:29,190744,2470,193214
2023-04-28 22:13:30,190559,2470,193029
2023-04-28 22:13:31,190633,2470,193103
2023-04-28 22:13:32,190300,2470,192770
2023-04-28 22:13:33,190707,2470,193177
2023-04-28 22:13:34,191335,2470,193805
2023-04-28 22:13:35,192112,2470,194582
2023-04-28 22:13:36,192703,2470,195173
2023-04-28 22:13:37,191705,2470,194175
2023-04-28 22:13:38,189339,2470,191809
2023-04-28 22:13:39,188858,2470,191328
2023-04-28 22:13:40,190522,2470,192992
2023-04-28 22:13:41,190781,2470,193251
2023-04-28 22:13:42,191557,2470,194027
2023-04-28 22:13:43,190633,2470,193103
2023-04-28 22:13:44,191002,2470,193472
2023-04-28 22:13:45,191890,2470,194360
2023-04-28 22:13:46,193369,2470,195839
2023-04-28 22:13:47,194367,2470,196837
2023-04-28 22:13:48,194958,2470,197428
2023-04-28 22:13:49,194995,2470,197465
2023-04-28 22:13:50,193960,2470,196430
2023-04-28 22:13:51,193923,2470,196393
2023-04-28 22:13:52,193812,2470,196282
2023-04-28 22:13:53,195587,2470,198057
2023-04-28 22:13:54,195291,2470,197761
2023-04-28 22:13:55,195143,2470,197613
2023-04-28 22:13:56,196290,2470,198760
2023-04-28 22:13:57,196031,2470,198501
2023-04-28 22:13:58,195994,2470,198464
2023-04-28 22:13:59,196881,2470,199351
2023-04-28 22:14:00,196142,2470,198612
2023-04-28 22:14:01,196400,2470,198870
2023-04-28 22:14:02,196437,2470,198907
2023-04-28 22:14:03,196437,2470,198907
2023-04-28 22:14:04,196437,2470,198907
2023-04-28 22:14:05,195920,2470,198390
2023-04-28 22:14:06,194774,2470,197244
2023-04-28 22:14:07,194663,2470,197133
2023-04-28 22:14:08,194700,2470,197170
2023-04-28 22:14:09,194995,2470,197465
2023-04-28 22:14:10,194145,2470,196615
2023-04-28 22:14:11,194774,2470,197244
2023-04-28 22:14:12,194589,2470,197059
2023-04-28 22:14:13,196179,2470,198649
2023-04-28 22:14:14,196733,2470,199203
2023-04-28 22:14:15,196881,2470,199351
2023-04-28 22:14:16,197362,2470,199832
2023-04-28 22:14:17,196918,2470,199388
2023-04-28 22:14:18,196918,2470,199388
2023-04-28 22:14:19,196548,2470,199018
2023-04-28 22:14:20,196290,2470,198760
2023-04-28 22:14:21,196955,2470,199425
2023-04-28 22:14:22,196955,2470,199425
2023-04-28 22:14:23,196733,2470,199203
2023-04-28 22:14:24,196696,2470,199166
2023-04-28 22:14:25,196031,2470,198501
2023-04-28 22:14:26,195883,2470,198353
2023-04-28 22:14:27,195920,2470,198390
2023-04-28 22:14:28,194589,2470,197059
2023-04-28 22:14:29,194589,2470,197059
2023-04-28 22:14:30,194663,2470,197133
2023-04-28 22:14:31,194589,2470,197059
2023-04-28 22:14:32,195661,2470,198131
2023-04-28 22:14:33,196585,2470,199055
2023-04-28 22:14:34,195698,2470,198168
2023-04-28 22:14:35,195883,2470,198353
2023-04-28 22:14:36,194182,2470,196652
2023-04-28 22:14:37,193517,2470,195987
2023-04-28 22:14:38,194108,2470,196578
2023-04-28 22:14:39,194034,2470,196504
2023-04-28 22:14:40,194219,2470,196689
2023-04-28 22:14:41,194441,2470,196911
2023-04-28 22:14:42,195587,2470,198057
2023-04-28 22:14:43,195920,2470,198390
2023-04-28 22:14:44,196363,2470,198833
2023-04-28 22:14:45,196400,2470,198870
2023-04-28 22:14:46,195402,2470,197872
2023-04-28 22:14:47,194478,2470,196948
2023-04-28 22:14:48,194663,2470,197133
2023-04-28 22:14:49,194811,2470,197281
2023-04-28 22:14:50,194478,2470,196948
2023-04-28 22:14:51,194626,2470,197096
2023-04-28 22:14:52,194441,2470,196911
2023-04-28 22:14:53,194219,2470,196689
2023-04-28 22:14:54,193443,2470,195913
2023-04-28 22:14:55,193849,2470,196319
2023-04-28 22:14:56,193812,2470,196282
2023-04-28 22:14:57,193812,2470,196282
2023-04-28 22:14:58,194589,2470,197059
2023-04-28 22:14:59,193369,2470,195839
2023-04-28 22:15:00,193701,2470,196171
2023-04-28 22:15:01,193184,2470,195654
2023-04-28 22:15:02,194071,2470,196541
2023-04-28 22:15:03,193664,2470,196134
2023-04-28 22:15:04,195069,2470,197539
2023-04-28 22:15:05,195180,2470,197650
2023-04-28 22:15:06,194626,2470,197096
2023-04-28 22:15:07,194108,2470,196578
2023-04-28 22:15:08,194885,2470,197355
2023-04-28 22:15:09,193332,2470,195802
2023-04-28 22:15:10,193664,2470,196134
2023-04-28 22:15:11,194293,2470,196763
2023-04-28 22:15:12,193701,2470,196171
2023-04-28 22:15:13,194478,2470,196948
2023-04-28 22:15:14,193775,2470,196245
2023-04-28 22:15:15,193480,2470,195950
2023-04-28 22:15:16,193997,2470,196467
2023-04-28 22:15:17,192962,2470,195432
2023-04-28 22:15:18,193738,2470,196208
2023-04-28 22:15:19,193775,2470,196245
2023-04-28 22:15:20,194256,2470,196726
2023-04-28 22:15:21,194404,2470,196874
2023-04-28 22:15:22,194145,2470,196615
2023-04-28 22:15:23,192851,2470,195321
2023-04-28 22:15:24,191890,2470,194360
2023-04-28 22:15:25,191890,2470,194360
2023-04-28 22:15:26,193073,2470,195543
2023-04-28 22:15:27,194478,2470,196948
2023-04-28 22:15:28,194811,2470,197281
2023-04-28 22:15:29,192740,2470,195210
2023-04-28 22:15:30,192703,2470,195173
2023-04-28 22:15:31,192481,2470,194951
2023-04-28 22:15:32,192112,2470,194582
2023-04-28 22:15:33,192518,2470,194988
2023-04-28 22:15:34,192888,2470,195358
2023-04-28 22:15:35,194108,2470,196578
2023-04-28 22:15:36,194145,2470,196615
2023-04-28 22:15:37,193812,2470,196282
2023-04-28 22:15:38,193258,2470,195728
2023-04-28 22:15:39,193627,2470,196097
2023-04-28 22:15:40,192592,2470,195062
2023-04-28 22:15:41,191594,2470,194064
2023-04-28 22:15:42,191890,2470,194360
2023-04-28 22:15:43,191483,2470,193953
2023-04-28 22:15:44,193258,2470,195728
2023-04-28 22:15:45,193073,2470,195543
2023-04-28 22:15:46,192999,2470,195469
2023-04-28 22:15:47,192075,2470,194545
2023-04-28 22:15:48,191520,2470,193990
2023-04-28 22:15:49,192518,2470,194988
2023-04-28 22:15:50,191964,2470,194434
2023-04-28 22:15:51,192112,2470,194582
2023-04-28 22:15:52,192296,2470,194766
2023-04-28 22:15:53,192592,2470,195062
2023-04-28 22:15:54,190928,2470,193398
2023-04-28 22:15:55,191446,2470,193916
2023-04-28 22:15:56,191520,2470,193990
2023-04-28 22:15:57,192407,2470,194877
2023-04-28 22:15:58,193295,2470,195765
2023-04-28 22:15:59,193036,2470,195506
2023-04-28 22:16:00,194219,2470,196689
2023-04-28 22:16:01,194071,2470,196541
2023-04-28 22:16:02,193812,2470,196282
2023-04-28 22:16:03,192777,2470,195247
2023-04-28 22:16:04,193221,2470,195691
2023-04-28 22:16:05,193110,2470,195580
2023-04-28 22:16:06,192592,2470,195062
2023-04-28 22:16:07,192703,2470,195173
2023-04-28 22:16:08,191372,2470,193842
2023-04-28 22:16:09,191113,2470,193583
2023-04-28 22:16:10,189597,2470,192067
2023-04-28 22:16:11,188969,2470,191439
2023-04-28 22:16:12,189745,2470,192215
2023-04-28 22:16:13,189413,2470,191883
2023-04-28 22:16:14,190744,2470,193214
2023-04-28 22:16:15,190337,2470,192807
2023-04-28 22:16:16,190374,2470,192844
2023-04-28 22:16:17,190374,2470,192844
2023-04-28 22:16:18,190744,2470,193214
2023-04-28 22:16:19,189080,2470,191550
2023-04-28 22:16:20,189339,2470,191809
2023-04-28 22:16:21,188636,2470,191106
2023-04-28 22:16:22,186677,2470,189147
2023-04-28 22:16:23,186972,2470,189442
2023-04-28 22:16:24,186529,2470,188999
2023-04-28 22:16:25,186492,2470,188962
2023-04-28 22:16:26,186750,2470,189220
2023-04-28 22:16:27,184236,2470,186706
2023-04-28 22:16:28,183460,2470,185930
2023-04-28 22:16:29,184754,2470,187224
2023-04-28 22:16:30,185050,2470,187520
2023-04-28 22:16:31,187453,2470,189923
2023-04-28 22:16:32,187490,2470,189960
2023-04-28 22:16:33,187342,2470,189812
2023-04-28 22:16:34,187860,2470,190330
2023-04-28 22:16:35,186233,2470,188703
2023-04-28 22:16:36,182018,2470,184488
2023-04-28 22:16:37,180613,2470,183083
2023-04-28 22:16:38,179393,2470,181863
2023-04-28 22:16:39,181242,2470,183712
2023-04-28 22:16:40,182720,2470,185190
2023-04-28 22:16:41,183941,2470,186411
2023-04-28 22:16:42,182277,2470,184747
2023-04-28 22:16:43,183164,2470,185634
2023-04-28 22:16:44,185235,2470,187705
2023-04-28 22:16:45,183904,2470,186374
2023-04-28 22:16:46,182646,2470,185116
2023-04-28 22:16:47,178986,2470,181456
2023-04-28 22:16:48,177138,2470,179608
2023-04-28 22:16:49,177470,2470,179940
2023-04-28 22:16:50,179467,2470,181937
2023-04-28 22:16:51,178469,2470,180939
2023-04-28 22:16:52,182388,2470,184858
2023-04-28 22:16:53,182573,2470,185043
2023-04-28 22:16:54,178616,2470,181086
2023-04-28 22:16:55,178395,2470,180865
2023-04-28 22:16:56,178025,2470,180495
2023-04-28 22:16:57,177655,2470,180125
2023-04-28 22:16:58,176583,2470,179053
2023-04-28 22:16:59,175104,2470,177574
2023-04-28 22:17:00,174180,2470,176650
2023-04-28 22:17:01,172183,2470,174653
2023-04-28 22:17:02,171924,2470,174394
2023-04-28 22:17:03,171924,2470,174394
2023-04-28 22:17:04,171702,2470,174172
2023-04-28 22:17:05,173366,2470,175836
2023-04-28 22:17:06,172035,2470,174505
2023-04-28 22:17:07,172923,2470,175393
2023-04-28 22:17:08,171924,2470,174394
2023-04-28 22:17:09,169891,2470,172361
2023-04-28 22:17:10,169743,2470,172213
2023-04-28 22:17:11,170039,2470,172509
2023-04-28 22:17:12,167931,2470,170401
2023-04-28 22:17:13,168264,2470,170734
2023-04-28 22:17:14,168745,2470,171215
2023-04-28 22:17:15,167525,2470,169995
2023-04-28 22:17:16,169373,2470,171843
2023-04-28 22:17:17,167229,2470,169699
2023-04-28 22:17:18,168523,2470,170993
2023-04-28 22:17:19,169669,2470,172139
2023-04-28 22:17:20,166194,2470,168664
2023-04-28 22:17:21,165750,2470,168220
2023-04-28 22:17:22,166526,2470,168996
2023-04-28 22:17:23,163642,2470,166112
2023-04-28 22:17:24,165861,2470,168331
2023-04-28 22:17:25,161942,2470,164412
2023-04-28 22:17:26,160056,2470,162526
2023-04-28 22:17:27,160426,2470,162896
2023-04-28 22:17:28,159908,2470,162378
2023-04-28 22:17:29,157727,2470,160197
2023-04-28 22:17:30,155028,2470,157498
2023-04-28 22:17:31,156248,2470,158718
2023-04-28 22:17:32,156396,2470,158866
2023-04-28 22:17:33,157542,2470,160012
2023-04-28 22:17:34,152144,2470,154614
2023-04-28 22:17:35,153623,2470,156093
2023-04-28 22:17:36,152698,2470,155168
2023-04-28 22:17:37,152107,2470,154577
2023-04-28 22:17:38,153882,2470,156352
2023-04-28 22:17:39,153845,2470,156315
2023-04-28 22:17:40,153918,2470,156388
2023-04-28 22:17:41,152440,2470,154910
2023-04-28 22:17:42,150591,2470,153061
2023-04-28 22:17:43,147781,2470,150251
2023-04-28 22:17:44,144934,2470,147404
2023-04-28 22:17:45,143381,2470,145851
2023-04-28 22:17:47,142494,2470,144964
2023-04-28 22:17:47,142272,2470,144742
2023-04-28 22:17:49,143566,2470,146036
2023-04-28 22:17:49,140645,2470,143115
2023-04-28 22:17:50,141422,2470,143892
2023-04-28 22:17:51,139721,2470,142191
2023-04-28 22:17:52,137835,2470,140305
2023-04-28 22:17:53,136541,2470,139011
2023-04-28 22:17:54,134434,2470,136904
2023-04-28 22:17:55,136763,2470,139233
2023-04-28 22:17:56,137466,2470,139936
2023-04-28 22:17:57,137022,2470,139492
2023-04-28 22:17:58,136430,2470,138900
2023-04-28 22:17:59,134249,2470,136719
2023-04-28 22:18:00,130810,2470,133280
2023-04-28 22:18:01,128444,2470,130914
2023-04-28 22:18:02,125338,2470,127808
2023-04-28 22:18:03,124377,2470,126847
2023-04-28 22:18:04,122381,2470,124851
2023-04-28 22:18:05,122085,2470,124555
2023-04-28 22:18:06,122122,2470,124592
2023-04-28 22:18:07,121530,2470,124000
2023-04-28 22:18:08,119571,2470,122041
2023-04-28 22:18:09,118055,2470,120525
2023-04-28 22:18:10,114949,2470,117419
2023-04-28 22:18:11,113507,2470,115977
2023-04-28 22:18:12,111991,2470,114461
2023-04-28 22:18:13,111289,2470,113759
2023-04-28 22:18:14,110290,2470,112760
2023-04-28 22:18:15,110106,2470,112576
2023-04-28 22:18:16,108774,2470,111244
2023-04-28 22:18:17,107554,2470,110024
2023-04-28 22:18:18,106260,2470,108730
2023-04-28 22:18:19,103746,2470,106216
2023-04-28 22:18:20,101010,2470,103480
2023-04-28 22:18:21,99790,2470,102260
2023-04-28 22:18:22,96721,2470,99191
2023-04-28 22:18:23,96130,2470,98600
2023-04-28 22:18:24,94762,2470,97232
2023-04-28 22:18:25,93763,2470,96233
2023-04-28 22:18:26,92617,2470,95087
2023-04-28 22:18:27,92211,2470,94681
2023-04-28 22:18:28,96093,2470,98563
2023-04-28 22:18:29,108701,2470,111171
2023-04-28 22:18:30,128740,2470,131210
2023-04-28 22:18:31,138834,2470,141304
2023-04-28 22:18:32,161498,2470,163968
2023-04-28 22:18:33,179319,2470,181789
2023-04-28 22:18:34,182831,2470,185301
2023-04-28 22:18:35,184643,2470,187113
2023-04-28 22:18:36,183497,2470,185967
2023-04-28 22:18:37,183608,2470,186078
2023-04-28 22:18:38,185087,2470,187557
2023-04-28 22:18:39,185641,2470,188111
2023-04-28 22:18:40,184643,2470,187113
2023-04-28 22:18:41,182277,2470,184747
2023-04-28 22:18:42,180280,2470,182750
2023-04-28 22:18:43,182277,2470,184747
2023-04-28 22:18:44,182462,2470,184932
2023-04-28 22:18:45,185124,2470,187594
2023-04-28 22:18:46,187749,2470,190219
2023-04-28 22:18:47,189708,2470,192178
2023-04-28 22:18:48,189228,2470,191698
2023-04-28 22:18:49,189413,2470,191883
2023-04-28 22:18:50,189486,2470,191956
2023-04-28 22:18:51,189708,2470,192178
2023-04-28 22:18:52,189967,2470,192437
2023-04-28 22:18:53,190004,2470,192474
2023-04-28 22:18:54,190448,2470,192918
2023-04-28 22:18:55,189708,2470,192178
2023-04-28 22:18:56,189117,2470,191587
2023-04-28 22:18:57,189191,2470,191661
2023-04-28 22:18:58,190226,2470,192696
2023-04-28 22:19:00,191816,2470,194286
2023-04-28 22:19:00,193110,2470,195580
2023-04-28 22:19:02,191668,2470,194138
2023-04-28 22:19:03,190818,2470,193288
2023-04-28 22:19:03,192851,2470,195321
2023-04-28 22:19:05,193554,2470,196024
2023-04-28 22:19:05,193073,2470,195543
2023-04-28 22:19:06,193923,2470,196393
2023-04-28 22:19:08,193258,2470,195728
2023-04-28 22:19:08,195143,2470,197613
2023-04-28 22:19:09,195735,2470,198205
2023-04-28 22:19:11,196733,2470,199203
2023-04-28 22:19:11,196253,2470,198723
2023-04-28 22:19:12,195402,2470,197872
2023-04-28 22:19:14,194811,2470,197281
2023-04-28 22:19:14,196511,2470,198981
2023-04-28 22:19:15,196918,2470,199388
2023-04-28 22:19:17,197140,2470,199610
2023-04-28 22:19:18,197473,2470,199943
2023-04-28 22:19:19,196733,2470,199203
2023-04-28 22:19:19,197177,2470,199647
2023-04-28 22:19:20,197916,2470,200386
2023-04-28 22:19:22,198249,2470,200719
2023-04-28 22:19:22,197805,2470,200275
2023-04-28 22:19:24,197990,2470,200460
2023-04-28 22:19:25,197658,2470,200128
2023-04-28 22:19:25,197436,2470,199906
2023-04-28 22:19:26,197916,2470,200386
2023-04-28 22:19:28,197990,2470,200460
2023-04-28 22:19:28,197658,2470,200128
2023-04-28 22:19:30,196400,2470,198870
2023-04-28 22:19:31,196290,2470,198760
2023-04-28 22:19:32,197066,2470,199536
2023-04-28 22:19:33,197103,2470,199573
2023-04-28 22:19:34,196622,2470,199092
2023-04-28 22:19:35,195957,2470,198427
2023-04-28 22:19:36,195365,2470,197835
2023-04-28 22:19:36,194995,2470,197465
2023-04-28 22:19:38,194885,2470,197355
2023-04-28 22:19:39,195143,2470,197613
2023-04-28 22:19:40,195661,2470,198131
2023-04-28 22:19:41,195439,2470,197909
2023-04-28 22:19:42,195994,2470,198464
2023-04-28 22:19:43,197805,2470,200275
2023-04-28 22:19:44,198064,2470,200534
2023-04-28 22:19:45,196881,2470,199351
2023-04-28 22:19:45,197842,2470,200312
2023-04-28 22:19:47,196881,2470,199351
2023-04-28 22:19:48,195106,2470,197576
2023-04-28 22:19:49,195402,2470,197872
2023-04-28 22:19:50,196216,2470,198686
2023-04-28 22:19:51,195106,2470,197576
2023-04-28 22:19:52,195661,2470,198131
2023-04-28 22:19:53,195698,2470,198168
2023-04-28 22:19:54,196068,2470,198538
2023-04-28 22:19:55,196290,2470,198760
2023-04-28 22:19:56,195661,2470,198131
2023-04-28 22:19:57,195106,2470,197576
2023-04-28 22:19:58,195365,2470,197835
2023-04-28 22:19:59,195624,2470,198094
2023-04-28 22:20:00,195402,2470,197872
2023-04-28 22:20:01,196179,2470,198649
2023-04-28 22:20:02,194922,2470,197392
2023-04-28 22:20:03,194552,2470,197022
2023-04-28 22:20:04,195328,2470,197798
2023-04-28 22:20:05,194589,2470,197059
2023-04-28 22:20:06,194367,2470,196837
2023-04-28 22:20:07,194626,2470,197096
2023-04-28 22:20:08,194182,2470,196652
2023-04-28 22:20:09,195402,2470,197872
2023-04-28 22:20:10,196253,2470,198723
2023-04-28 22:20:11,195402,2470,197872
2023-04-28 22:20:12,194367,2470,196837
2023-04-28 22:20:13,193110,2470,195580
2023-04-28 22:20:14,192851,2470,195321
2023-04-28 22:20:15,193332,2470,195802
2023-04-28 22:20:16,193517,2470,195987
2023-04-28 22:20:17,195106,2470,197576
2023-04-28 22:20:18,195550,2470,198020
2023-04-28 22:20:19,194441,2470,196911
2023-04-28 22:20:20,193406,2470,195876
2023-04-28 22:20:21,192777,2470,195247
2023-04-28 22:20:22,192740,2470,195210
2023-04-28 22:20:23,192999,2470,195469
2023-04-28 22:20:24,193443,2470,195913
2023-04-28 22:20:25,193184,2470,195654
2023-04-28 22:20:26,192629,2470,195099
2023-04-28 22:20:27,193332,2470,195802
2023-04-28 22:20:28,193332,2470,195802
2023-04-28 22:20:29,194404,2470,196874
2023-04-28 22:20:30,193664,2470,196134
2023-04-28 22:20:31,195032,2470,197502
2023-04-28 22:20:32,195476,2470,197946
2023-04-28 22:20:33,194737,2470,197207
2023-04-28 22:20:34,194626,2470,197096
2023-04-28 22:20:35,194145,2470,196615
2023-04-28 22:20:36,194367,2470,196837
2023-04-28 22:20:37,195883,2470,198353
2023-04-28 22:20:38,195809,2470,198279
2023-04-28 22:20:39,195957,2470,198427
2023-04-28 22:20:40,196105,2470,198575
2023-04-28 22:20:41,194367,2470,196837
2023-04-28 22:20:42,193627,2470,196097
2023-04-28 22:20:43,193738,2470,196208
2023-04-28 22:20:44,194145,2470,196615
2023-04-28 22:20:45,192518,2470,194988
2023-04-28 22:20:46,193812,2470,196282
2023-04-28 22:20:47,193443,2470,195913
2023-04-28 22:20:48,193664,2470,196134
2023-04-28 22:20:49,193923,2470,196393
2023-04-28 22:20:50,194515,2470,196985
2023-04-28 22:20:51,194108,2470,196578
2023-04-28 22:20:52,194034,2470,196504
2023-04-28 22:20:53,193886,2470,196356
2023-04-28 22:20:54,194589,2470,197059
2023-04-28 22:20:55,193221,2470,195691
2023-04-28 22:20:56,194441,2470,196911
2023-04-28 22:20:57,194663,2470,197133
2023-04-28 22:20:58,194737,2470,197207
2023-04-28 22:20:59,194441,2470,196911
2023-04-28 22:21:00,195365,2470,197835
2023-04-28 22:21:01,194663,2470,197133
2023-04-28 22:21:02,194958,2470,197428
2023-04-28 22:21:03,194774,2470,197244
2023-04-28 22:21:04,194811,2470,197281
