timestamp,barnard.hpc.energy
2023-05-12T07:15:41.279240+00:00,1124069920342.2
2023-05-12T07:15:42.280157+00:00,1124070463631.52
2023-05-12T07:15:43.280465+00:00,1124071006570.2
2023-05-12T07:15:44.280250+00:00,1124071552802.1602
2023-05-12T07:15:45.279980+00:00,1124072091979.56
2023-05-12T07:15:46.280158+00:00,1124072639115.1199
2023-05-12T07:15:47.280431+00:00,1124073185632.56
2023-05-12T07:15:48.280773+00:00,1124073703191.96
2023-05-12T07:15:49.280978+00:00,1124074260579.6
2023-05-12T07:15:50.280833+00:00,1124074807237.44
2023-05-12T07:15:51.280079+00:00,1124075353038.12
2023-05-12T07:15:52.280810+00:00,1124075862277.92
2023-05-12T07:15:53.280265+00:00,1124076424734.0
2023-05-12T07:15:54.280319+00:00,1124076971158.92
2023-05-12T07:15:55.281175+00:00,1124077485971.52
2023-05-12T07:15:56.280979+00:00,1124078038327.8
2023-05-12T07:15:57.279749+00:00,1124078580510.48
2023-05-12T07:15:58.280256+00:00,1124079126329.52
2023-05-12T07:15:59.280932+00:00,1124079653692.08
2023-05-12T07:16:00.280187+00:00,1124080206216.12
2023-05-12T07:16:01.280128+00:00,1124080752445.2
2023-05-12T07:16:02.280549+00:00,1124081266404.6
2023-05-12T07:16:03.280381+00:00,1124081727335.64
2023-05-12T07:16:04.280428+00:00,1124082313278.84
2023-05-12T07:16:05.280818+00:00,1124082858708.72
2023-05-12T07:16:06.281072+00:00,1124083376902.44
2023-05-12T07:16:07.280174+00:00,1124083944729.72
2023-05-12T07:16:08.280163+00:00,1124084491006.6802
2023-05-12T07:16:09.280600+00:00,1124085032188.92
2023-05-12T07:16:10.281233+00:00,1124085575077.5598
2023-05-12T07:16:11.280760+00:00,1124086121199.72
2023-05-12T07:16:12.280801+00:00,1124086666787.6401
2023-05-12T07:16:13.279862+00:00,1124087149459.08
2023-05-12T07:16:14.281043+00:00,1124087733728.6401
2023-05-12T07:16:15.280547+00:00,1124088280000.5598
2023-05-12T07:16:16.280271+00:00,1124088810695.28
2023-05-12T07:16:17.280928+00:00,1124089336525.68
2023-05-12T07:16:18.280473+00:00,1124089885401.48
2023-05-12T07:16:19.280360+00:00,1124090431512.48
2023-05-12T07:16:20.280939+00:00,1124090938438.2
2023-05-12T07:16:21.280194+00:00,1124091510851.88
2023-05-12T07:16:22.280423+00:00,1124092057170.96
2023-05-12T07:16:23.280425+00:00,1124092589720.4
2023-05-12T07:16:24.280984+00:00,1124093066416.2002
2023-05-12T07:16:25.280795+00:00,1124093642475.24
2023-05-12T07:16:26.280493+00:00,1124094188707.2
2023-05-12T07:16:27.280183+00:00,1124094703074.48
2023-05-12T07:16:28.280171+00:00,1124095271504.04
2023-05-12T07:16:29.280071+00:00,1124095818027.6
2023-05-12T07:16:30.280344+00:00,1124096363141.04
2023-05-12T07:16:31.280386+00:00,1124096903642.52
2023-05-12T07:16:32.280294+00:00,1124097447300.12
2023-05-12T07:16:33.281044+00:00,1124097993534.5999
2023-05-12T07:16:34.280408+00:00,1124098462279.7998
2023-05-12T07:16:35.280967+00:00,1124099038178.2798
2023-05-12T07:16:36.280819+00:00,1124099579275.56
2023-05-12T07:16:37.280234+00:00,1124100124939.08
2023-05-12T07:16:38.280501+00:00,1124100614619.36
2023-05-12T07:16:39.281252+00:00,1124101189360.08
2023-05-12T07:16:40.280210+00:00,1124101735731.3599
2023-05-12T07:16:41.280262+00:00,1124102254174.9202
2023-05-12T07:16:42.280112+00:00,1124102803613.4001
2023-05-12T07:16:43.280250+00:00,1124103344881.68
2023-05-12T07:16:44.280823+00:00,1124103890668.6802
2023-05-12T07:16:45.280011+00:00,1124104364257.32
2023-05-12T07:16:46.280942+00:00,1124104953602.52
2023-05-12T07:16:47.280255+00:00,1124105499879.8398
2023-05-12T07:16:48.281122+00:00,1124106032280.24
2023-05-12T07:16:49.280890+00:00,1124106558123.96
2023-05-12T07:16:50.281043+00:00,1124107106235.12
2023-05-12T07:16:51.280245+00:00,1124107652229.1199
2023-05-12T07:16:52.280125+00:00,1124108127195.48
2023-05-12T07:16:53.280988+00:00,1124108709657.84
2023-05-12T07:16:54.280369+00:00,1124109255879.72
2023-05-12T07:16:55.280544+00:00,1124109800831.16
2023-05-12T07:16:56.280787+00:00,1124110287101.52
2023-05-12T07:16:57.280291+00:00,1124110859249.88
2023-05-12T07:16:58.280882+00:00,1124111405074.3198
2023-05-12T07:16:59.280959+00:00,1124111915418.24
2023-05-12T07:17:00.280498+00:00,1124112470337.72
2023-05-12T07:17:01.280031+00:00,1124113013035.2
2023-05-12T07:17:02.280175+00:00,1124113557696.84
2023-05-12T07:17:03.281029+00:00,1124114031807.12
2023-05-12T07:17:04.280895+00:00,1124114618165.76
2023-05-12T07:17:05.280794+00:00,1124115165281.16
2023-05-12T07:17:06.280950+00:00,1124115691488.4802
2023-05-12T07:17:07.280727+00:00,1124116232197.32
2023-05-12T07:17:08.280105+00:00,1124116775855.28
2023-05-12T07:17:09.280256+00:00,1124117322739.2
2023-05-12T07:17:10.280782+00:00,1124117794068.48
2023-05-12T07:17:11.280356+00:00,1124118387483.8398
2023-05-12T07:17:12.281013+00:00,1124118934823.1602
2023-05-12T07:17:13.280634+00:00,1124119475255.1602
2023-05-12T07:17:14.280253+00:00,1124120005362.3599
2023-05-12T07:17:15.281117+00:00,1124120551001.76
2023-05-12T07:17:16.280636+00:00,1124121097940.4
2023-05-12T07:17:17.279698+00:00,1124121572624.88
2023-05-12T07:17:18.280210+00:00,1124122145302.44
2023-05-12T07:17:19.280179+00:00,1124122686810.1199
2023-05-12T07:17:20.280806+00:00,1124123233278.96
2023-05-12T07:17:21.280574+00:00,1124123673026.16
2023-05-12T07:17:22.280017+00:00,1124124276733.2002
2023-05-12T07:17:23.280612+00:00,1124124824267.28
2023-05-12T07:17:24.280729+00:00,1124125364865.24
2023-05-12T07:17:25.280979+00:00,1124125882225.92
2023-05-12T07:17:26.280084+00:00,1124126434869.84
2023-05-12T07:17:27.280151+00:00,1124126981907.48
2023-05-12T07:17:28.280180+00:00,1124127465412.6802
2023-05-12T07:17:29.280775+00:00,1124128047412.08
2023-05-12T07:17:30.281040+00:00,1124128594888.92
2023-05-12T07:17:31.280589+00:00,1124129140719.48
2023-05-12T07:17:32.280310+00:00,1124129580175.08
2023-05-12T07:17:33.279219+00:00,1124130179671.2
2023-05-12T07:17:34.280244+00:00,1124130726899.28
2023-05-12T07:17:35.280435+00:00,1124131252092.8398
2023-05-12T07:17:36.280587+00:00,1124131790946.24
2023-05-12T07:17:37.280966+00:00,1124132335288.56
2023-05-12T07:17:38.280818+00:00,1124132882067.3599
2023-05-12T07:17:39.280794+00:00,1124133351533.28
2023-05-12T07:17:40.280737+00:00,1124133945588.0
2023-05-12T07:17:41.280594+00:00,1124134492813.56
2023-05-12T07:17:42.280990+00:00,1124135034091.2
2023-05-12T07:17:43.280616+00:00,1124135553974.4
2023-05-12T07:17:44.280278+00:00,1124136104843.52
2023-05-12T07:17:45.280724+00:00,1124136651752.2798
2023-05-12T07:17:46.280880+00:00,1124137132134.48
2023-05-12T07:17:47.280400+00:00,1124137698604.56
2023-05-12T07:17:48.280286+00:00,1124138240196.12
2023-05-12T07:17:49.279477+00:00,1124138786595.8398
2023-05-12T07:17:50.280594+00:00,1124139243151.8
